a,b,rho,xu,zu,N_front,k_spring,dz_max,dx_max,Cq_min,MR_min,MR_max,stroke_needed,F_shock_max,h_cap_rigid,h_cap_soft,feasible,failed
110.0,88.0,0.5,-20.0,40.0,34.3,15.89,91.3,-30.8,0.768,0.299,0.312,27.7,439.4,32.5,45.0,False,Cq 0.77
110.0,88.0,0.5,-20.0,60.0,34.3,12.54,91.3,-30.8,0.768,0.345,0.386,32.6,409.2,32.5,45.0,False,Cq 0.77
110.0,88.0,0.5,0.0,20.0,34.3,107.13,91.3,-30.8,0.768,0.119,0.137,11.6,1244.6,32.5,45.0,False,Cq 0.77;MR range;F_shock 1245
110.0,88.0,0.5,0.0,40.0,34.3,37.91,91.3,-30.8,0.768,0.199,0.249,20.2,766.7,32.5,45.0,False,Cq 0.77
110.0,88.0,0.5,0.0,60.0,34.3,23.14,91.3,-30.8,0.768,0.255,0.328,26.2,606.1,32.5,45.0,False,Cq 0.77
110.0,88.0,0.7,-40.0,20.0,34.3,9.11,91.3,-30.8,0.768,0.218,0.406,28.4,258.9,32.5,45.0,False,Cq 0.77
110.0,88.0,0.7,-40.0,40.0,34.3,6.92,91.3,-30.8,0.768,0.393,0.466,38.5,266.4,32.5,45.0,False,Cq 0.77
110.0,88.0,0.7,-40.0,60.0,34.3,5.86,91.3,-30.8,0.768,0.485,0.507,44.9,263.0,32.5,45.0,False,Cq 0.77;stroke 45
110.0,88.0,0.7,-20.0,20.0,34.3,23.47,91.3,-30.8,0.768,0.17,0.253,19.0,445.7,32.5,45.0,False,Cq 0.77
110.0,88.0,0.7,-20.0,40.0,34.3,13.29,91.3,-30.8,0.768,0.317,0.336,29.3,389.9,32.5,45.0,False,Cq 0.77
110.0,88.0,0.7,-20.0,60.0,34.3,9.59,91.3,-30.8,0.768,0.393,0.427,36.8,352.9,32.5,45.0,False,Cq 0.77
110.0,88.0,0.7,0.0,20.0,34.3,96.61,91.3,-30.8,0.768,0.125,0.14,12.0,1163.0,32.5,45.0,False,Cq 0.77;MR range;F_shock 1163
110.0,88.0,0.7,0.0,40.0,34.3,31.18,91.3,-30.8,0.768,0.22,0.265,21.9,684.2,32.5,45.0,False,Cq 0.77
110.0,88.0,0.7,0.0,60.0,34.3,17.67,91.3,-30.8,0.768,0.292,0.368,29.7,524.8,32.5,45.0,False,Cq 0.77
110.0,88.0,0.9,-40.0,20.0,34.3,9.15,91.3,-30.8,0.768,0.194,0.405,27.0,247.2,32.5,45.0,False,Cq 0.77
110.0,88.0,0.9,-40.0,40.0,34.3,6.34,91.3,-30.8,0.768,0.373,0.487,38.7,245.1,32.5,45.0,False,Cq 0.77
110.0,88.0,0.9,-40.0,60.0,34.3,5.02,91.3,-30.8,0.768,0.511,0.548,47.4,237.6,32.5,45.0,False,Cq 0.77;stroke 47
110.0,88.0,0.9,-20.0,20.0,34.3,23.05,91.3,-30.8,0.768,0.163,0.255,18.7,431.3,32.5,45.0,False,Cq 0.77
110.0,88.0,0.9,-20.0,40.0,34.3,12.11,91.3,-30.8,0.768,0.315,0.352,30.0,363.5,32.5,45.0,False,Cq 0.77
110.0,88.0,0.9,-20.0,60.0,34.3,8.24,91.3,-30.8,0.768,0.421,0.443,39.0,321.5,32.5,45.0,False,Cq 0.77
110.0,88.0,0.9,0.0,20.0,34.3,91.2,91.3,-30.8,0.768,0.128,0.141,12.3,1118.3,32.5,45.0,False,Cq 0.77;MR range;F_shock 1118
110.0,88.0,0.9,0.0,40.0,34.3,27.87,91.3,-30.8,0.768,0.232,0.273,22.9,638.3,32.5,45.0,False,Cq 0.77
110.0,88.0,0.9,0.0,60.0,34.3,15.05,91.3,-30.8,0.768,0.316,0.389,31.8,479.1,32.5,45.0,False,Cq 0.77
110.0,110.0,0.5,-40.0,20.0,34.3,9.26,96.4,-45.0,0.834,0.255,0.392,30.4,281.6,32.5,45.0,False,Cq 0.83
110.0,110.0,0.5,-40.0,40.0,34.3,8.23,96.4,-45.0,0.834,0.363,0.416,36.2,298.3,32.5,45.0,False,Cq 0.83
110.0,110.0,0.5,-40.0,60.0,34.3,7.66,96.4,-45.0,0.834,0.402,0.431,39.4,301.8,32.5,45.0,False,Cq 0.83
110.0,110.0,0.5,-20.0,20.0,34.3,24.39,96.4,-45.0,0.834,0.171,0.242,19.3,471.8,32.5,45.0,False,Cq 0.83
110.0,110.0,0.5,-20.0,40.0,34.3,16.22,96.4,-45.0,0.834,0.278,0.296,27.1,440.0,32.5,45.0,False,Cq 0.83
110.0,110.0,0.5,-20.0,60.0,34.3,12.86,96.4,-45.0,0.834,0.326,0.35,32.1,412.8,32.5,45.0,False,Cq 0.83
110.0,110.0,0.5,0.0,20.0,34.3,123.18,96.4,-45.0,0.834,0.108,0.122,11.0,1357.8,32.5,45.0,False,Cq 0.83;MR range;F_shock 1358
110.0,110.0,0.5,0.0,40.0,34.3,42.9,96.4,-45.0,0.834,0.182,0.221,19.3,826.3,32.5,45.0,False,Cq 0.83;F_shock 826
110.0,110.0,0.5,0.0,60.0,34.3,25.71,96.4,-45.0,0.834,0.235,0.293,25.2,647.5,32.5,45.0,False,Cq 0.83
110.0,110.0,0.7,-40.0,20.0,34.3,8.7,96.4,-45.0,0.834,0.221,0.405,29.3,254.6,32.5,45.0,False,Cq 0.83
110.0,110.0,0.7,-40.0,40.0,34.3,6.84,96.4,-45.0,0.834,0.36,0.456,38.2,261.3,32.5,45.0,False,Cq 0.83
110.0,110.0,0.7,-40.0,60.0,34.3,5.85,96.4,-45.0,0.834,0.451,0.493,44.3,259.5,32.5,45.0,False,Cq 0.83;stroke 44
110.0,110.0,0.7,-20.0,20.0,34.3,22.99,96.4,-45.0,0.834,0.163,0.249,19.2,442.4,32.5,45.0,False,Cq 0.83
110.0,110.0,0.7,-20.0,40.0,34.3,13.67,96.4,-45.0,0.834,0.288,0.323,28.8,393.3,32.5,45.0,False,Cq 0.83
110.0,110.0,0.7,-20.0,60.0,34.3,10.0,96.4,-45.0,0.834,0.367,0.384,35.9,358.7,32.5,45.0,False,Cq 0.83
110.0,110.0,0.7,0.0,20.0,34.3,111.44,96.4,-45.0,0.834,0.113,0.125,11.4,1273.7,32.5,45.0,False,Cq 0.83;MR range;F_shock 1274
110.0,110.0,0.7,0.0,40.0,34.3,35.63,96.4,-45.0,0.834,0.2,0.235,20.8,742.2,32.5,45.0,False,Cq 0.83
110.0,110.0,0.7,0.0,60.0,34.3,19.94,96.4,-45.0,0.834,0.267,0.326,28.3,564.8,32.5,45.0,False,Cq 0.83
110.0,110.0,0.9,-40.0,20.0,34.3,8.62,96.4,-45.0,0.834,0.202,0.407,28.3,243.5,32.5,45.0,False,Cq 0.83
110.0,110.0,0.9,-40.0,40.0,34.3,6.26,96.4,-45.0,0.834,0.348,0.477,38.7,242.2,32.5,45.0,False,Cq 0.83
110.0,110.0,0.9,-40.0,60.0,34.3,5.06,96.4,-45.0,0.834,0.465,0.531,46.7,236.0,32.5,45.0,False,Cq 0.83;stroke 47
110.0,110.0,0.9,-20.0,20.0,34.3,22.42,96.4,-45.0,0.834,0.158,0.252,19.1,428.1,32.5,45.0,False,Cq 0.83
110.0,110.0,0.9,-20.0,40.0,34.3,12.48,96.4,-45.0,0.834,0.288,0.338,29.5,368.3,32.5,45.0,False,Cq 0.83
110.0,110.0,0.9,-20.0,60.0,34.3,8.66,96.4,-45.0,0.834,0.39,0.406,37.9,328.6,32.5,45.0,False,Cq 0.83
110.0,110.0,0.9,0.0,20.0,34.3,105.32,96.4,-45.0,0.834,0.116,0.126,11.7,1227.3,32.5,45.0,False,Cq 0.83;MR range;F_shock 1227
110.0,110.0,0.9,0.0,40.0,34.3,32.0,96.4,-45.0,0.834,0.211,0.242,21.7,695.3,32.5,45.0,False,Cq 0.83
110.0,110.0,0.9,0.0,60.0,34.3,17.13,96.4,-45.0,0.834,0.288,0.344,30.2,518.2,32.5,45.0,False,Cq 0.83
110.0,132.0,0.5,-40.0,20.0,34.3,8.91,101.6,-59.1,0.881,0.239,0.389,30.5,271.9,32.5,45.0,True,
110.0,132.0,0.5,-40.0,40.0,34.3,8.0,101.6,-59.1,0.881,0.333,0.411,36.1,289.0,32.5,45.0,True,
110.0,132.0,0.5,-40.0,60.0,34.3,7.46,101.6,-59.1,0.881,0.379,0.426,39.5,294.7,32.5,45.0,True,
110.0,132.0,0.5,-20.0,20.0,34.3,24.08,101.6,-59.1,0.881,0.16,0.237,19.3,465.2,32.5,45.0,True,
110.0,132.0,0.5,-20.0,40.0,34.3,16.45,101.6,-59.1,0.881,0.256,0.287,26.7,439.0,32.5,45.0,True,
110.0,132.0,0.5,-20.0,60.0,34.3,13.11,101.6,-59.1,0.881,0.307,0.321,31.7,414.9,32.5,45.0,True,
110.0,132.0,0.5,0.0,20.0,34.3,140.88,101.6,-59.1,0.881,0.098,0.109,10.5,1478.0,32.5,45.0,False,MR range;F_shock 1478
110.0,132.0,0.5,0.0,40.0,34.3,48.2,101.6,-59.1,0.881,0.167,0.198,18.4,888.7,32.5,45.0,False,F_shock 889
110.0,132.0,0.5,0.0,60.0,34.3,28.39,101.6,-59.1,0.881,0.218,0.265,24.3,690.5,32.5,45.0,True,
110.0,132.0,0.7,-40.0,20.0,34.3,8.36,101.6,-59.1,0.881,0.215,0.402,29.7,248.5,32.5,45.0,True,
110.0,132.0,0.7,-40.0,40.0,34.3,6.73,101.6,-59.1,0.881,0.332,0.448,38.0,255.7,32.5,45.0,True,
110.0,132.0,0.7,-40.0,60.0,34.3,5.82,101.6,-59.1,0.881,0.416,0.482,43.9,255.4,32.5,45.0,False,stroke 44
110.0,132.0,0.7,-20.0,20.0,34.3,22.63,101.6,-59.1,0.881,0.155,0.244,19.3,437.6,32.5,45.0,True,
110.0,132.0,0.7,-20.0,40.0,34.3,14.0,101.6,-59.1,0.881,0.263,0.311,28.2,395.3,32.5,45.0,True,
110.0,132.0,0.7,-20.0,60.0,34.3,10.35,101.6,-59.1,0.881,0.341,0.361,35.1,363.3,32.5,45.0,True,
110.0,132.0,0.7,0.0,20.0,34.3,128.04,101.6,-59.1,0.881,0.103,0.112,10.9,1392.1,32.5,45.0,False,MR range;F_shock 1392
110.0,132.0,0.7,0.0,40.0,34.3,40.45,101.6,-59.1,0.881,0.183,0.21,19.9,803.3,32.5,45.0,False,F_shock 803
110.0,132.0,0.7,0.0,60.0,34.3,22.34,101.6,-59.1,0.881,0.246,0.292,27.1,606.6,32.5,45.0,True,
110.0,132.0,0.9,-40.0,20.0,34.3,8.21,101.6,-59.1,0.881,0.201,0.406,29.0,238.3,32.5,45.0,True,
110.0,132.0,0.9,-40.0,40.0,34.3,6.19,101.6,-59.1,0.881,0.325,0.468,38.5,238.3,32.5,45.0,True,
110.0,132.0,0.9,-40.0,60.0,34.3,5.07,101.6,-59.1,0.881,0.425,0.516,46.1,233.7,32.5,45.0,False,stroke 46
110.0,132.0,0.9,-20.0,20.0,34.3,21.99,101.6,-59.1,0.881,0.151,0.248,19.3,423.8,32.5,45.0,True,
110.0,132.0,0.9,-20.0,40.0,34.3,12.82,101.6,-59.1,0.881,0.264,0.325,29.0,371.6,32.5,45.0,True,
110.0,132.0,0.9,-20.0,60.0,34.3,9.04,101.6,-59.1,0.881,0.359,0.387,37.0,334.5,32.5,45.0,True,
110.0,132.0,0.9,0.0,20.0,34.3,121.28,101.6,-59.1,0.881,0.106,0.113,11.1,1344.5,32.5,45.0,False,MR range;F_shock 1345
110.0,132.0,0.9,0.0,40.0,34.3,36.53,101.6,-59.1,0.881,0.192,0.216,20.7,755.7,32.5,45.0,True,
110.0,132.0,0.9,0.0,60.0,34.3,19.37,101.6,-59.1,0.881,0.264,0.308,28.9,559.3,32.5,45.0,True,
