a,b,rho,xu,zu,N_front,k_spring,dz_max,dx_max,Cq_min,MR_min,MR_max,stroke_needed,F_shock_max,h_cap_rigid,h_cap_soft,feasible,failed
50.0,20.0,0.5,-40.0,20.0,34.3,12.95,36.8,-1.2,0.55,0.185,0.537,15.0,194.8,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.5,-40.0,40.0,34.3,12.97,36.8,-1.2,0.55,0.387,0.536,17.5,226.6,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.5,-40.0,60.0,34.3,13.24,36.8,-1.2,0.55,0.437,0.531,18.0,238.6,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.5,-20.0,20.0,34.3,17.6,36.8,-1.2,0.55,0.459,0.522,17.6,309.0,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.5,-20.0,40.0,34.3,16.35,36.8,-1.2,0.55,0.478,0.521,18.2,297.1,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.5,-20.0,60.0,34.3,15.89,36.8,-1.2,0.55,0.484,0.515,18.3,290.6,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.5,0.0,20.0,34.3,56.89,36.8,-1.2,0.55,0.256,0.356,11.0,624.0,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.5,0.0,40.0,34.3,29.14,36.8,-1.2,0.55,0.358,0.492,15.3,444.5,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.5,0.0,60.0,34.3,22.9,36.8,-1.2,0.55,0.404,0.521,16.7,383.5,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.7,-40.0,20.0,34.3,6.94,36.8,-1.2,0.55,0.519,0.733,25.1,174.4,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.7,-40.0,40.0,34.3,7.14,36.8,-1.2,0.55,0.659,0.723,25.7,183.4,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.7,-40.0,60.0,34.3,7.25,36.8,-1.2,0.55,0.677,0.717,25.8,186.8,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.7,-20.0,20.0,34.3,13.41,36.8,-1.2,0.55,0.521,0.53,19.3,259.3,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.7,-20.0,40.0,34.3,10.38,36.8,-1.2,0.55,0.6,0.723,23.7,245.9,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.7,-20.0,60.0,34.3,9.39,36.8,-1.2,0.55,0.63,0.737,24.8,232.3,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.7,0.0,20.0,34.3,45.31,36.8,-1.2,0.55,0.287,0.381,12.1,546.1,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.7,0.0,40.0,34.3,19.7,36.8,-1.2,0.55,0.435,0.614,18.8,369.5,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.7,0.0,60.0,34.3,14.17,36.8,-1.2,0.55,0.513,0.699,21.8,308.8,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.9,-40.0,20.0,34.3,5.22,36.8,-1.2,0.55,0.795,0.845,30.6,159.6,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.9,-40.0,40.0,34.3,4.98,36.8,-1.2,0.55,0.862,0.944,32.6,162.4,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.9,-40.0,60.0,34.3,4.87,36.8,-1.2,0.55,0.873,0.931,32.9,160.2,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.9,-20.0,20.0,34.3,12.15,36.8,-1.2,0.55,0.456,0.554,19.0,230.8,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.9,-20.0,40.0,34.3,7.97,36.8,-1.2,0.55,0.684,0.835,27.2,216.5,32.5,45.0,False,travel 37<50;Cq 0.55;shock min len
50.0,20.0,0.9,-20.0,60.0,34.3,6.68,36.8,-1.2,0.55,0.747,0.927,30.0,200.7,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.9,0.0,20.0,34.3,39.94,36.8,-1.2,0.55,0.306,0.389,12.6,503.2,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.9,0.0,40.0,34.3,15.51,36.8,-1.2,0.55,0.49,0.688,21.1,327.0,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,20.0,0.9,0.0,60.0,34.3,10.37,36.8,-1.2,0.55,0.6,0.84,25.8,267.3,32.5,45.0,False,travel 37<50;Cq 0.55
50.0,30.0,0.5,-40.0,20.0,34.3,10.51,39.2,-7.6,0.676,0.358,0.578,19.0,199.8,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.5,-40.0,40.0,34.3,11.13,39.2,-7.6,0.676,0.453,0.561,19.9,221.0,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.5,-40.0,60.0,34.3,11.63,39.2,-7.6,0.676,0.474,0.549,19.9,232.0,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.5,-20.0,20.0,34.3,17.13,39.2,-7.6,0.676,0.441,0.474,17.6,301.5,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.5,-20.0,40.0,34.3,15.82,39.2,-7.6,0.676,0.468,0.504,18.7,296.4,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.5,-20.0,60.0,34.3,15.29,39.2,-7.6,0.676,0.477,0.506,19.1,291.3,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.5,0.0,20.0,34.3,64.89,39.2,-7.6,0.676,0.232,0.306,10.3,671.5,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.5,0.0,40.0,34.3,32.0,39.2,-7.6,0.676,0.331,0.438,14.8,472.6,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.5,0.0,60.0,34.3,24.36,39.2,-7.6,0.676,0.379,0.48,16.6,404.4,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.7,-40.0,20.0,34.3,6.31,39.2,-7.6,0.676,0.698,0.746,27.7,174.8,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.7,-40.0,40.0,34.3,6.55,39.2,-7.6,0.676,0.699,0.732,27.6,180.8,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.7,-40.0,60.0,34.3,6.68,39.2,-7.6,0.676,0.699,0.725,27.6,184.2,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.7,-20.0,20.0,34.3,13.32,39.2,-7.6,0.676,0.482,0.513,19.2,256.1,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.7,-20.0,40.0,34.3,10.45,39.2,-7.6,0.676,0.578,0.657,23.6,246.1,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.7,-20.0,60.0,34.3,9.37,39.2,-7.6,0.676,0.612,0.694,25.1,234.9,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.7,0.0,20.0,34.3,52.0,39.2,-7.6,0.676,0.26,0.329,11.4,591.2,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.7,0.0,40.0,34.3,22.13,39.2,-7.6,0.676,0.398,0.534,17.9,395.1,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.7,0.0,60.0,34.3,15.48,39.2,-7.6,0.676,0.476,0.626,21.2,327.9,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.9,-40.0,20.0,34.3,5.0,39.2,-7.6,0.676,0.736,0.838,30.6,152.8,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.9,-40.0,40.0,34.3,4.77,39.2,-7.6,0.676,0.835,0.893,33.3,158.9,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.9,-40.0,60.0,34.3,4.66,39.2,-7.6,0.676,0.855,0.909,34.1,158.7,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.9,-20.0,20.0,34.3,11.98,39.2,-7.6,0.676,0.446,0.541,19.3,231.4,32.5,45.0,False,travel 39<50;Cq 0.68;shock min len
50.0,30.0,0.9,-20.0,40.0,34.3,8.19,39.2,-7.6,0.676,0.653,0.737,26.6,217.4,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.9,-20.0,60.0,34.3,6.84,39.2,-7.6,0.676,0.716,0.842,29.8,203.7,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.9,0.0,20.0,34.3,45.83,39.2,-7.6,0.676,0.277,0.339,11.9,546.6,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.9,0.0,40.0,34.3,17.63,39.2,-7.6,0.676,0.446,0.592,19.9,351.3,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,30.0,0.9,0.0,60.0,34.3,11.54,39.2,-7.6,0.676,0.551,0.737,24.7,285.1,32.5,45.0,False,travel 39<50;Cq 0.68
50.0,40.0,0.5,-40.0,20.0,34.3,8.93,41.5,-14.0,0.768,0.457,0.609,21.9,195.5,32.5,45.0,False,travel 41<50;Cq 0.77;shock min len
50.0,40.0,0.5,-40.0,40.0,34.3,9.77,41.5,-14.0,0.768,0.488,0.582,21.8,212.8,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.5,-40.0,60.0,34.3,10.36,41.5,-14.0,0.768,0.494,0.565,21.6,223.9,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.5,-20.0,20.0,34.3,16.6,41.5,-14.0,0.768,0.418,0.447,17.6,292.5,32.5,45.0,False,travel 41<50;Cq 0.77;shock min len
50.0,40.0,0.5,-20.0,40.0,34.3,15.3,41.5,-14.0,0.768,0.454,0.482,19.2,293.2,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.5,-20.0,60.0,34.3,14.73,41.5,-14.0,0.768,0.468,0.492,19.7,290.1,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.5,0.0,20.0,34.3,73.64,41.5,-14.0,0.768,0.212,0.268,9.8,723.1,32.5,45.0,False,travel 41<50;Cq 0.77;shock min len
50.0,40.0,0.5,0.0,40.0,34.3,34.96,41.5,-14.0,0.768,0.308,0.395,14.4,501.8,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.5,0.0,60.0,34.3,25.83,41.5,-14.0,0.768,0.358,0.445,16.5,425.5,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.7,-40.0,20.0,34.3,5.82,41.5,-14.0,0.768,0.674,0.754,28.7,167.0,32.5,45.0,False,travel 41<50;Cq 0.77;shock min len
50.0,40.0,0.7,-40.0,40.0,34.3,6.06,41.5,-14.0,0.768,0.686,0.739,28.9,175.3,32.5,45.0,False,travel 41<50;Cq 0.77;shock min len
50.0,40.0,0.7,-40.0,60.0,34.3,6.2,41.5,-14.0,0.768,0.691,0.731,29.0,179.8,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.7,-20.0,20.0,34.3,13.18,41.5,-14.0,0.768,0.438,0.501,19.1,251.3,32.5,45.0,False,travel 41<50;Cq 0.77;shock min len
50.0,40.0,0.7,-20.0,40.0,34.3,10.44,41.5,-14.0,0.768,0.553,0.599,23.5,244.9,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.7,-20.0,60.0,34.3,9.32,41.5,-14.0,0.768,0.592,0.652,25.3,235.9,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.7,0.0,20.0,34.3,59.59,41.5,-14.0,0.768,0.236,0.288,10.8,640.8,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.7,0.0,40.0,34.3,24.69,41.5,-14.0,0.768,0.366,0.472,17.1,422.4,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.7,0.0,60.0,34.3,16.83,41.5,-14.0,0.768,0.443,0.567,20.7,347.6,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.9,-40.0,20.0,34.3,4.78,41.5,-14.0,0.768,0.669,0.832,30.6,146.0,32.5,45.0,False,travel 41<50;Cq 0.77;shock min len
50.0,40.0,0.9,-40.0,40.0,34.3,4.57,41.5,-14.0,0.768,0.799,0.851,33.7,154.0,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.9,-40.0,60.0,34.3,4.46,41.5,-14.0,0.768,0.829,0.868,34.9,155.6,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.9,-20.0,20.0,34.3,11.86,41.5,-14.0,0.768,0.419,0.528,19.3,229.4,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.9,-20.0,40.0,34.3,8.34,41.5,-14.0,0.768,0.617,0.66,26.1,217.5,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.9,-20.0,60.0,34.3,6.96,41.5,-14.0,0.768,0.687,0.769,29.5,205.5,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.9,0.0,20.0,34.3,52.72,41.5,-14.0,0.768,0.251,0.297,11.3,594.9,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.9,0.0,40.0,34.3,19.92,41.5,-14.0,0.768,0.408,0.519,18.9,377.4,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,40.0,0.9,0.0,60.0,34.3,12.76,41.5,-14.0,0.768,0.509,0.657,23.8,303.8,32.5,45.0,False,travel 41<50;Cq 0.77
50.0,50.0,0.5,-40.0,20.0,34.3,7.83,43.8,-20.4,0.834,0.498,0.632,23.9,186.9,32.5,45.0,False,travel 44<50;Cq 0.83;shock min len
50.0,50.0,0.5,-40.0,40.0,34.3,8.71,43.8,-20.4,0.834,0.502,0.6,23.4,203.6,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.5,-40.0,60.0,34.3,9.34,43.8,-20.4,0.834,0.502,0.579,23.1,215.2,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.5,-20.0,20.0,34.3,16.06,43.8,-20.4,0.834,0.391,0.442,17.6,283.1,32.5,45.0,False,travel 44<50;Cq 0.83;shock min len
50.0,50.0,0.5,-20.0,40.0,34.3,14.79,43.8,-20.4,0.834,0.438,0.46,19.5,288.5,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.5,-20.0,60.0,34.3,14.2,43.8,-20.4,0.834,0.456,0.476,20.3,287.5,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.5,0.0,20.0,34.3,83.02,43.8,-20.4,0.834,0.194,0.237,9.4,777.8,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.5,0.0,40.0,34.3,37.99,43.8,-20.4,0.834,0.287,0.359,14.0,531.7,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.5,0.0,60.0,34.3,27.33,43.8,-20.4,0.834,0.339,0.415,16.4,446.8,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.7,-40.0,20.0,34.3,5.42,43.8,-20.4,0.834,0.632,0.761,29.2,158.1,32.5,45.0,False,travel 44<50;Cq 0.83;shock min len
50.0,50.0,0.7,-40.0,40.0,34.3,5.64,43.8,-20.4,0.834,0.665,0.745,29.9,168.7,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.7,-40.0,60.0,34.3,5.79,43.8,-20.4,0.834,0.676,0.736,30.1,174.4,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.7,-20.0,20.0,34.3,12.99,43.8,-20.4,0.834,0.4,0.491,18.9,245.8,32.5,45.0,False,travel 44<50;Cq 0.83;shock min len
50.0,50.0,0.7,-20.0,40.0,34.3,10.39,43.8,-20.4,0.834,0.525,0.55,23.4,242.7,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.7,-20.0,60.0,34.3,9.24,43.8,-20.4,0.834,0.57,0.612,25.5,235.6,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.7,0.0,20.0,34.3,67.93,43.8,-20.4,0.834,0.215,0.255,10.2,693.9,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.7,0.0,40.0,34.3,27.37,43.8,-20.4,0.834,0.338,0.422,16.5,450.8,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.7,0.0,60.0,34.3,18.2,43.8,-20.4,0.834,0.415,0.518,20.2,367.8,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.9,-40.0,20.0,34.3,4.57,43.8,-20.4,0.834,0.611,0.828,30.6,139.5,32.5,45.0,False,travel 44<50;Cq 0.83;shock min len
50.0,50.0,0.9,-40.0,40.0,34.3,4.38,43.8,-20.4,0.834,0.756,0.846,33.9,148.7,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.9,-40.0,60.0,34.3,4.27,43.8,-20.4,0.834,0.797,0.856,35.5,151.8,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.9,-20.0,20.0,34.3,11.72,43.8,-20.4,0.834,0.389,0.517,19.3,226.1,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.9,-20.0,40.0,34.3,8.43,43.8,-20.4,0.834,0.578,0.609,25.7,216.7,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.9,-20.0,60.0,34.3,7.04,43.8,-20.4,0.834,0.654,0.707,29.3,206.5,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.9,0.0,20.0,34.3,60.44,43.8,-20.4,0.834,0.228,0.263,10.7,647.0,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.9,0.0,40.0,34.3,22.36,43.8,-20.4,0.834,0.374,0.461,18.1,405.1,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,50.0,0.9,0.0,60.0,34.3,14.02,43.8,-20.4,0.834,0.473,0.592,23.0,323.1,32.5,45.0,False,travel 44<50;Cq 0.83
50.0,60.0,0.5,-40.0,20.0,34.3,7.01,46.2,-26.9,0.881,0.504,0.651,25.2,177.0,32.5,45.0,False,travel 46<50;shock min len
50.0,60.0,0.5,-40.0,40.0,34.3,7.87,46.2,-26.9,0.881,0.503,0.615,24.7,194.1,32.5,45.0,False,travel 46<50
50.0,60.0,0.5,-40.0,60.0,34.3,8.49,46.2,-26.9,0.881,0.502,0.592,24.3,206.4,32.5,45.0,False,travel 46<50
50.0,60.0,0.5,-20.0,20.0,34.3,15.52,46.2,-26.9,0.881,0.362,0.438,17.6,273.5,32.5,45.0,False,travel 46<50;shock min len
50.0,60.0,0.5,-20.0,40.0,34.3,14.3,46.2,-26.9,0.881,0.421,0.456,19.8,282.9,32.5,45.0,False,travel 46<50
50.0,60.0,0.5,-20.0,60.0,34.3,13.7,46.2,-26.9,0.881,0.443,0.466,20.7,284.0,32.5,45.0,False,travel 46<50
50.0,60.0,0.5,0.0,20.0,34.3,92.94,46.2,-26.9,0.881,0.179,0.213,9.0,834.8,32.5,45.0,False,travel 46<50;F_shock 835
50.0,60.0,0.5,0.0,40.0,34.3,41.08,46.2,-26.9,0.881,0.269,0.33,13.7,562.2,32.5,45.0,False,travel 46<50
50.0,60.0,0.5,0.0,60.0,34.3,28.83,46.2,-26.9,0.881,0.321,0.389,16.2,468.3,32.5,45.0,False,travel 46<50
50.0,60.0,0.7,-40.0,20.0,34.3,5.08,46.2,-26.9,0.881,0.582,0.765,29.5,149.7,32.5,45.0,False,travel 46<50;shock min len
50.0,60.0,0.7,-40.0,40.0,34.3,5.29,46.2,-26.9,0.881,0.638,0.75,30.6,161.8,32.5,45.0,False,travel 46<50
50.0,60.0,0.7,-40.0,60.0,34.3,5.43,46.2,-26.9,0.881,0.656,0.74,31.1,168.7,32.5,45.0,False,travel 46<50
50.0,60.0,0.7,-20.0,20.0,34.3,12.76,46.2,-26.9,0.881,0.367,0.483,18.8,239.9,32.5,45.0,False,travel 46<50
50.0,60.0,0.7,-20.0,40.0,34.3,10.3,46.2,-26.9,0.881,0.496,0.537,23.3,239.6,32.5,45.0,False,travel 46<50
50.0,60.0,0.7,-20.0,60.0,34.3,9.14,46.2,-26.9,0.881,0.547,0.575,25.7,234.5,32.5,45.0,False,travel 46<50
50.0,60.0,0.7,0.0,20.0,34.3,76.92,46.2,-26.9,0.881,0.197,0.228,9.7,749.8,32.5,45.0,False,travel 46<50
50.0,60.0,0.7,0.0,40.0,34.3,30.16,46.2,-26.9,0.881,0.314,0.382,15.9,480.2,32.5,45.0,False,travel 46<50
50.0,60.0,0.7,0.0,60.0,34.3,19.61,46.2,-26.9,0.881,0.389,0.477,19.8,388.3,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,-40.0,20.0,34.3,4.37,46.2,-26.9,0.881,0.561,0.825,30.5,133.4,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,-40.0,40.0,34.3,4.2,46.2,-26.9,0.881,0.707,0.841,34.1,143.4,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,-40.0,60.0,34.3,4.1,46.2,-26.9,0.881,0.762,0.852,36.0,147.6,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,-20.0,20.0,34.3,11.57,46.2,-26.9,0.881,0.36,0.507,19.2,222.1,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,-20.0,40.0,34.3,8.48,46.2,-26.9,0.881,0.539,0.592,25.4,215.2,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,-20.0,60.0,34.3,7.09,46.2,-26.9,0.881,0.621,0.654,29.1,206.6,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,0.0,20.0,34.3,68.86,46.2,-26.9,0.881,0.208,0.236,10.2,702.2,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,0.0,40.0,34.3,24.93,46.2,-26.9,0.881,0.345,0.415,17.4,433.8,32.5,45.0,False,travel 46<50
50.0,60.0,0.9,0.0,60.0,34.3,15.32,46.2,-26.9,0.881,0.441,0.539,22.4,343.0,32.5,45.0,False,travel 46<50
70.0,28.0,0.5,-40.0,20.0,34.3,9.71,51.5,-1.6,0.55,0.371,0.524,25.1,244.1,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.5,-40.0,40.0,34.3,9.99,51.5,-1.6,0.55,0.47,0.516,25.7,256.8,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.5,-40.0,60.0,34.3,10.15,51.5,-1.6,0.55,0.484,0.512,25.8,261.5,32.5,45.0,False,Cq 0.55
70.0,28.0,0.5,-20.0,20.0,34.3,18.77,51.5,-1.6,0.55,0.372,0.379,19.3,363.1,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.5,-20.0,40.0,34.3,14.53,51.5,-1.6,0.55,0.428,0.517,23.7,344.2,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.5,-20.0,60.0,34.3,13.14,51.5,-1.6,0.55,0.45,0.526,24.8,325.2,32.5,45.0,False,Cq 0.55
70.0,28.0,0.5,0.0,20.0,34.3,63.44,51.5,-1.6,0.55,0.205,0.272,12.1,764.6,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.5,0.0,40.0,34.3,27.58,51.5,-1.6,0.55,0.311,0.439,18.8,517.3,32.5,45.0,False,Cq 0.55
70.0,28.0,0.5,0.0,60.0,34.3,19.84,51.5,-1.6,0.55,0.366,0.499,21.8,432.3,32.5,45.0,False,Cq 0.55
70.0,28.0,0.7,-40.0,20.0,34.3,6.92,51.5,-1.6,0.55,0.447,0.621,29.9,206.8,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.7,-40.0,40.0,34.3,6.3,51.5,-1.6,0.55,0.648,0.734,34.7,218.4,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.7,-40.0,60.0,34.3,6.04,51.5,-1.6,0.55,0.664,0.734,35.4,214.0,32.5,45.0,False,Cq 0.55
70.0,28.0,0.7,-20.0,20.0,34.3,16.71,51.5,-1.6,0.55,0.31,0.399,18.7,313.2,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.7,-20.0,40.0,34.3,10.37,51.5,-1.6,0.55,0.507,0.612,28.1,290.9,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.7,-20.0,60.0,34.3,8.44,51.5,-1.6,0.55,0.562,0.707,31.8,268.3,32.5,45.0,False,Cq 0.55
70.0,28.0,0.7,0.0,20.0,34.3,53.96,51.5,-1.6,0.55,0.222,0.279,12.7,687.6,32.5,45.0,False,Cq 0.55
70.0,28.0,0.7,0.0,40.0,34.3,20.23,51.5,-1.6,0.55,0.363,0.506,21.8,440.6,32.5,45.0,False,Cq 0.55
70.0,28.0,0.7,0.0,60.0,34.3,13.2,51.5,-1.6,0.55,0.449,0.633,27.1,357.4,32.5,45.0,False,Cq 0.55
70.0,28.0,0.9,-40.0,20.0,34.3,6.53,51.5,-1.6,0.55,0.252,0.639,26.2,171.2,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.9,-40.0,40.0,34.3,5.01,51.5,-1.6,0.55,0.725,0.783,38.3,191.9,32.5,45.0,False,Cq 0.55;shock min len
70.0,28.0,0.9,-40.0,60.0,34.3,4.44,51.5,-1.6,0.55,0.775,0.919,42.4,188.0,32.5,45.0,False,Cq 0.55;stroke 42
70.0,28.0,0.9,-20.0,20.0,34.3,16.33,51.5,-1.6,0.55,0.272,0.404,17.9,292.5,32.5,45.0,False,Cq 0.55
70.0,28.0,0.9,-20.0,40.0,34.3,8.71,51.5,-1.6,0.55,0.553,0.623,29.8,259.8,32.5,45.0,False,Cq 0.55
70.0,28.0,0.9,-20.0,60.0,34.3,6.48,51.5,-1.6,0.55,0.641,0.815,36.4,236.0,32.5,45.0,False,Cq 0.55
70.0,28.0,0.9,0.0,20.0,34.3,49.44,51.5,-1.6,0.55,0.232,0.279,13.1,646.0,32.5,45.0,False,Cq 0.55
70.0,28.0,0.9,0.0,40.0,34.3,16.9,51.5,-1.6,0.55,0.397,0.536,23.5,397.4,32.5,45.0,False,Cq 0.55
70.0,28.0,0.9,0.0,60.0,34.3,10.26,51.5,-1.6,0.55,0.51,0.718,30.7,315.2,32.5,45.0,False,Cq 0.55
70.0,42.0,0.5,-40.0,20.0,34.3,8.83,54.8,-10.6,0.676,0.499,0.533,27.7,244.7,32.5,45.0,False,Cq 0.68;shock min len
70.0,42.0,0.5,-40.0,40.0,34.3,9.16,54.8,-10.6,0.676,0.499,0.523,27.6,253.1,32.5,45.0,False,Cq 0.68;shock min len
70.0,42.0,0.5,-40.0,60.0,34.3,9.35,54.8,-10.6,0.676,0.499,0.518,27.6,257.8,32.5,45.0,False,Cq 0.68
70.0,42.0,0.5,-20.0,20.0,34.3,18.65,54.8,-10.6,0.676,0.344,0.366,19.2,358.5,32.5,45.0,False,Cq 0.68;shock min len
70.0,42.0,0.5,-20.0,40.0,34.3,14.62,54.8,-10.6,0.676,0.413,0.469,23.6,344.6,32.5,45.0,False,Cq 0.68;shock min len
70.0,42.0,0.5,-20.0,60.0,34.3,13.12,54.8,-10.6,0.676,0.437,0.496,25.1,328.8,32.5,45.0,False,Cq 0.68
70.0,42.0,0.5,0.0,20.0,34.3,72.8,54.8,-10.6,0.676,0.186,0.235,11.4,827.6,32.5,45.0,False,Cq 0.68;F_shock 828
70.0,42.0,0.5,0.0,40.0,34.3,30.98,54.8,-10.6,0.676,0.284,0.381,17.9,553.2,32.5,45.0,False,Cq 0.68
